Sl/No,Date,Time,AQI_PM10,AQI_PM2_5,Battery_Percentage,CO2_ppm,CO_ppb,Humidity_Percent,NO2_ppb,O3_ppb,Overall_AQI,PM10_ugm3,PM2_5_ugm3,Rain_Detected,SO2_ppb,Temperature_C
655,2025-02-21,11:56:17,28,57,100,170.92569,196.62126,65,1.81497,3.02494,57,30.24943,15.12471,No,4.53741,30.9
656,2025-02-21,11:56:53,28,57,100,172.37775,198.79607,65,1.83504,3.0584,57,30.58401,15.292,No,4.5876,30.9
657,2025-02-21,11:57:28,28,57,100,172.62202,199.16246,65,1.83842,3.06404,57,30.64038,15.32019,No,4.59606,30.9
658,2025-02-21,11:58:03,28,57,100,172.86696,199.53,65,1.84182,3.06969,57,30.69692,15.34846,No,4.60454,31
659,2025-02-21,11:58:38,28,58,100,173.60571,200.6395,65,1.85206,3.08676,58,30.86761,15.43381,No,4.63014,31
660,2025-02-21,11:59:14,28,58,100,174.10156,201.38499,65,1.85894,3.09823,58,30.98231,15.49115,No,4.64735,31
661,2025-02-21,11:59:49,29,58,100,175.85832,204.03133,64,1.88337,3.13894,58,31.38943,15.69472,No,4.70842,31.1
662,2025-02-21,12:00:25,29,58,100,176.11205,204.41418,64,1.8869,3.14483,58,31.44834,15.72417,No,4.71725,31.1
663,2025-02-21,12:01:00,29,58,100,176.36647,204.79828,64,1.89045,3.15074,58,31.50743,15.75371,No,4.72611,31.1
664,2025-02-21,12:01:36,29,58,100,177.39114,206.34685,64,1.90474,3.17457,58,31.74567,15.87284,No,4.76185,31.1
665,2025-02-21,12:02:11,29,58,100,177.64909,206.73711,64,1.90834,3.18057,58,31.80571,15.90285,No,4.77086,31.2
666,2025-02-21,12:02:46,29,59,100,178.16711,207.52135,64,1.91558,3.19264,59,31.92636,15.96318,No,4.78895,31.2
667,2025-02-21,12:03:22,29,59,100,178.42722,207.91536,64,1.91922,3.1987,59,31.98698,15.99349,No,4.79805,31.2
668,2025-02-21,12:03:57,30,59,100,180.8011,211.51953,64,1.95249,3.25415,59,32.54147,16.27073,No,4.88122,31.3
669,2025-02-21,12:04:33,30,59,100,181.06859,211.92651,64,1.95624,3.26041,59,32.60408,16.30204,No,4.89061,31.3
670,2025-02-21,12:05:08,30,60,100,182.14618,213.56801,64,1.9714,3.28566,60,32.85662,16.42831,No,4.92849,31.3
671,2025-02-21,12:05:43,30,60,100,181.87563,213.15561,64,1.96759,3.27932,60,32.79317,16.39659,No,4.91898,31.4
672,2025-02-21,12:06:18,30,60,100,182.41748,213.98175,64,1.97522,3.29203,60,32.92027,16.46013,No,4.93804,31.4
673,2025-02-21,12:06:55,30,60,100,184.33859,216.9167,64,2.00231,3.33718,60,33.3718,16.6859,No,5.00577,31.4
674,2025-02-21,12:07:30,31,60,100,185.73474,219.05544,64,2.02205,3.37008,60,33.70084,16.85042,No,5.05513,31.4
675,2025-02-21,12:08:05,31,61,100,186.01642,219.48752,64,2.02604,3.37673,61,33.76731,16.88366,No,5.0651,31.5
676,2025-02-21,12:08:41,31,61,100,186.58224,220.35605,64,2.03406,3.39009,61,33.90093,16.95047,No,5.08514,31.5
677,2025-02-21,12:09:16,31,61,100,186.58224,220.35605,64,2.03406,3.39009,61,33.90093,16.95047,No,5.08514,31.5
678,2025-02-21,12:09:52,31,61,100,187.72389,222.1109,64,2.05025,3.41709,61,34.17091,17.08545,No,5.12564,31.5
679,2025-02-21,12:10:27,31,61,100,188.29977,222.99731,64,2.05844,3.43073,61,34.30728,17.15364,No,5.14609,31.6
680,2025-02-21,12:11:03,31,61,100,189.17001,224.33836,63,2.07082,3.45136,61,34.5136,17.2568,No,5.17704,31.6
681,2025-02-21,12:11:38,32,62,100,190.04805,225.6933,63,2.08332,3.4722,62,34.72205,17.36102,No,5.20831,31.6
682,2025-02-21,12:12:13,32,62,100,190.93401,227.06238,63,2.09596,3.49327,62,34.93267,17.46634,No,5.2399,31.6
683,2025-02-21,12:12:48,32,62,100,191.82797,228.44574,63,2.10873,3.51455,62,35.1455,17.57275,No,5.27182,31.6
684,2025-02-21,12:13:24,32,62,100,192.42848,229.37611,63,2.11732,3.52886,62,35.28863,17.64432,No,5.29329,31.6
685,2025-02-21,12:14:00,32,62,100,192.73009,229.84372,63,2.12163,3.53606,62,35.36057,17.68029,No,5.30409,31.7
686,2025-02-21,12:14:35,32,62,100,193.64047,231.25648,63,2.13468,3.55779,62,35.57792,17.78896,No,5.33669,31.7
687,2025-02-21,12:15:10,33,63,100,195.17645,233.64458,63,2.15672,3.59453,63,35.94532,17.97266,No,5.3918,31.7
688,2025-02-21,12:15:45,33,63,100,195.4865,234.12732,63,2.16118,3.60196,63,36.01959,18.00979,No,5.40294,31.7
689,2025-02-21,12:16:22,33,63,100,195.79749,234.61176,63,2.16565,3.60941,63,36.09412,18.04706,No,5.41412,31.7
690,2025-02-21,12:16:57,33,63,100,196.10945,235.09795,63,2.17014,3.61689,63,36.16891,18.08446,No,5.42534,31.7
691,2025-02-21,12:17:32,33,63,100,197.36703,237.06021,63,2.18825,3.64708,63,36.4708,18.2354,No,5.47062,31.8
692,2025-02-21,12:18:07,34,64,100,198.96127,239.55316,63,2.21126,3.68543,64,36.85434,18.42717,No,5.52815,31.8
693,2025-02-21,12:18:43,34,64,100,199.60603,240.56313,63,2.22058,3.70097,64,37.00971,18.50486,No,5.55146,31.8
694,2025-02-21,12:19:18,34,64,100,200.58083,242.09187,63,2.23469,3.72449,64,37.2449,18.62245,No,5.58674,31.8
695,2025-02-21,12:19:54,34,64,100,200.90782,242.60522,62,2.23943,3.73239,64,37.32388,18.66194,No,5.59858,31.8
696,2025-02-21,12:20:29,34,65,100,201.89514,244.15665,62,2.25375,3.75626,65,37.56256,18.78128,No,5.63438,31.8
697,2025-02-21,12:21:05,34,65,100,202.22635,244.67761,62,2.25856,3.76427,65,37.64271,18.82136,No,5.64641,31.8
698,2025-02-21,12:21:40,35,65,100,203.22641,246.25217,62,2.2731,3.78849,65,37.88495,18.94247,No,5.68274,31.8
699,2025-02-21,12:22:15,35,65,100,204.91489,248.91588,63,2.29769,3.82947,65,38.29475,19.14738,No,5.74421,31.8
700,2025-02-21,12:22:51,35,65,100,204.91489,248.91588,63,2.29769,3.82947,65,38.29475,19.14738,No,5.74421,31.8
701,2025-02-21,12:23:27,35,65,100,205.59798,249.99539,63,2.30765,3.84608,65,38.46083,19.23042,No,5.76912,31.9
702,2025-02-21,12:24:02,35,66,100,205.94121,250.53822,63,2.31266,3.85443,66,38.54435,19.27217,No,5.78165,31.9
703,2025-02-21,12:24:37,35,66,100,206.28558,251.08313,63,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,31.9
704,2025-02-21,12:25:12,36,66,100,207.3255,252.73029,63,2.3329,3.88816,66,38.88158,19.44079,No,5.83224,31.9
705,2025-02-21,12:25:47,35,66,100,206.97772,252.17914,62,2.32781,3.87968,66,38.79679,19.3984,No,5.81952,31.9
706,2025-02-21,12:26:24,37,67,100,212.31816,260.67267,62,2.40621,4.01035,67,40.10349,20.05174,No,6.01552,31.9
707,2025-02-21,12:26:59,36,66,100,207.3255,252.73029,62,2.3329,3.88816,66,38.88158,19.44079,No,5.83224,31.9
708,2025-02-21,12:27:34,37,67,100,212.31816,260.67267,62,2.40621,4.01035,67,40.10349,20.05174,No,6.01552,31.9
709,2025-02-21,12:28:09,37,67,100,213.05083,261.84293,62,2.41701,4.02835,67,40.28353,20.14177,No,6.04253,31.9
710,2025-02-21,12:28:45,37,67,100,212.68388,261.25665,62,2.4116,4.01933,67,40.19333,20.09667,No,6.029,31.9
711,2025-02-21,12:29:21,37,68,100,213.41907,262.43155,62,2.42245,4.03741,68,40.37409,20.18704,No,6.05611,31.9
712,2025-02-21,12:29:56,37,68,100,213.41907,262.43155,62,2.42245,4.03741,68,40.37409,20.18704,No,6.05611,31.9
713,2025-02-21,12:30:31,37,68,100,215.65503,266.01239,62,2.4555,4.0925,68,40.92498,20.46249,No,6.13875,32
714,2025-02-21,12:31:07,37,68,100,215.27914,265.40964,62,2.44994,4.08323,68,40.83226,20.41613,No,6.12484,31.9
715,2025-02-21,12:31:42,37,68,100,216.0322,266.61752,62,2.46109,4.10181,68,41.01808,20.50904,No,6.15271,31.9
716,2025-02-21,12:32:17,38,69,100,217.55411,269.0625,62,2.48365,4.13942,69,41.39423,20.69711,No,6.20913,31.9
717,2025-02-21,12:32:53,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
718,2025-02-21,12:33:29,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
719,2025-02-21,12:34:04,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
720,2025-02-21,12:34:39,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
721,2025-02-21,12:35:15,38,69,100,217.93791,269.67987,62,2.48935,4.14892,69,41.48921,20.74461,No,6.22338,31.9
722,2025-02-21,12:35:51,38,69,100,218.32306,270.29977,62,2.49507,4.15846,69,41.58458,20.79229,No,6.23769,31.9
723,2025-02-21,12:36:26,38,69,100,219.87727,272.80457,62,2.5182,4.19699,69,41.96994,20.98497,No,6.29549,31.9
724,2025-02-21,12:37:01,38,69,100,219.09744,271.54712,62,2.50659,4.17765,69,41.77648,20.88824,No,6.26647,31.9
725,2025-02-21,12:37:36,38,69,100,220.26929,273.43719,62,2.52404,4.20673,69,42.06726,21.03363,No,6.31009,31.9
726,2025-02-21,12:38:12,39,69,100,221.05746,274.71014,62,2.53579,4.22631,69,42.2631,21.13155,No,6.33946,31.9
727,2025-02-21,12:38:47,39,69,100,220.66267,274.07236,62,2.5299,4.2165,69,42.16498,21.08249,No,6.32475,31.9
728,2025-02-21,12:39:23,39,70,100,221.45366,275.35059,62,2.5417,4.23616,70,42.36163,21.18081,No,6.35424,32
729,2025-02-21,12:39:59,39,70,100,221.85127,275.99359,62,2.54763,4.24605,70,42.46055,21.23028,No,6.36908,32
730,2025-02-21,12:41:22,39,70,100,223.0527,277.93866,62,2.56559,4.27598,70,42.7598,21.3799,No,6.41397,32
731,2025-02-21,12:41:59,39,70,100,222.65079,277.28763,62,2.55958,4.26596,70,42.65964,21.32982,No,6.39895,32
732,2025-02-21,12:42:34,39,70,100,222.65079,277.28763,62,2.55958,4.26596,70,42.65964,21.32982,No,6.39895,32
733,2025-02-21,12:43:09,40,71,100,225.49489,281.90225,62,2.60217,4.33696,71,43.36958,21.68479,No,6.50544,32
734,2025-02-21,12:43:45,40,71,100,225.49489,281.90225,62,2.60217,4.33696,71,43.36958,21.68479,No,6.50544,32
735,2025-02-21,12:44:20,40,71,100,225.08418,281.23477,62,2.59601,4.32669,71,43.26689,21.63344,No,6.49003,32
736,2025-02-21,12:44:56,39,70,100,224.67491,280.57004,62,2.58988,4.31646,70,43.16462,21.58231,No,6.47469,32
737,2025-02-21,12:45:32,40,71,100,226.32086,283.2457,62,2.61458,4.35763,71,43.57626,21.78813,No,6.53644,32
738,2025-02-21,12:46:07,40,71,100,225.49489,281.90225,62,2.60217,4.33696,71,43.36958,21.68479,No,6.50544,32
739,2025-02-21,12:46:42,40,71,100,228.41251,286.65436,62,2.64604,4.41007,71,44.10067,22.05033,No,6.6151,32
740,2025-02-21,12:47:18,40,71,100,226.73611,283.92166,62,2.62082,4.36803,71,43.68026,21.84013,No,6.55204,32
741,2025-02-21,12:47:53,40,71,100,227.15291,284.60052,62,2.62708,4.37847,71,43.78469,21.89235,No,6.5677,32
742,2025-02-21,12:48:29,40,72,100,228.83548,287.34479,62,2.65241,4.42069,72,44.20689,22.10345,No,6.63103,32
743,2025-02-21,12:49:05,40,72,100,228.83548,287.34479,62,2.65241,4.42069,72,44.20689,22.10345,No,6.63103,32
744,2025-02-21,12:49:40,41,72,100,230.11389,289.43393,62,2.6717,4.45283,72,44.5283,22.26415,No,6.67924,32
745,2025-02-21,12:50:15,41,72,100,230.54321,290.13629,62,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,32
746,2025-02-21,12:50:51,41,72,100,230.97412,290.84167,62,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
747,2025-02-21,12:51:27,41,72,100,230.54321,290.13629,62,2.67818,4.46363,72,44.63635,22.31818,No,6.69545,32
748,2025-02-21,12:52:03,41,72,100,230.97412,290.84167,61,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
749,2025-02-21,12:52:38,41,72,100,231.40671,291.55017,61,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,32
750,2025-02-21,12:53:13,41,72,100,230.97412,290.84167,61,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
751,2025-02-21,12:53:49,41,73,100,233.15324,294.41473,61,2.71767,4.52946,73,45.29457,22.64729,No,6.79419,32
752,2025-02-21,12:54:24,41,72,100,231.40671,291.55017,61,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,32
753,2025-02-21,12:55:00,41,72,100,231.84087,292.26166,61,2.6978,4.49633,72,44.96333,22.48166,No,6.7445,32
754,2025-02-21,12:55:36,41,72,100,230.97412,290.84167,61,2.68469,4.47449,72,44.74487,22.37243,No,6.71173,32
755,2025-02-21,12:56:11,41,73,100,233.15324,294.41473,61,2.71767,4.52946,73,45.29457,22.64729,No,6.79419,32
756,2025-02-21,12:56:46,41,72,100,232.27667,292.9762,61,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,32
757,2025-02-21,12:57:22,41,72,100,231.40671,291.55017,61,2.69123,4.48539,72,44.85387,22.42694,No,6.72808,32
758,2025-02-21,12:57:59,41,72,100,232.27667,292.9762,61,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,32
759,2025-02-21,12:58:34,42,73,100,235.37407,298.06653,61,2.75138,4.58564,73,45.85639,22.92819,No,6.87846,32
760,2025-02-21,12:59:10,42,73,100,233.59406,295.13873,61,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,32
761,2025-02-21,12:59:45,42,73,100,233.59406,295.13873,61,2.72436,4.5406,73,45.40596,22.70298,No,6.81089,32
762,2025-02-21,13:00:20,41,72,100,232.27667,292.9762,61,2.7044,4.50733,72,45.07327,22.53663,No,6.76099,32
763,2025-02-21,13:00:56,42,74,100,236.27435,299.54984,61,2.76508,4.60846,74,46.08459,23.0423,No,6.91269,32
764,2025-02-21,13:01:32,42,73,100,234.92651,297.32974,61,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,32
765,2025-02-21,13:02:07,42,73,100,235.82335,298.80655,61,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,32
766,2025-02-21,13:02:43,43,74,100,239.0173,304.07965,61,2.80689,4.67815,74,46.78149,23.39074,No,7.01722,32
767,2025-02-21,13:03:18,42,73,100,235.82335,298.80655,61,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,32
768,2025-02-21,13:03:53,42,74,100,237.63786,301.79962,61,2.78584,4.64307,74,46.43071,23.21536,No,6.96461,32
769,2025-02-21,13:04:30,42,73,100,234.92651,297.32974,61,2.74458,4.5743,73,45.74304,22.87152,No,6.86146,32
770,2025-02-21,13:05:06,42,73,100,235.82335,298.80655,61,2.75821,4.59702,73,45.97024,22.98512,No,6.89554,32
771,2025-02-21,13:05:41,42,74,100,236.27435,299.54984,61,2.76508,4.60846,74,46.08459,23.0423,No,6.91269,32
772,2025-02-21,13:06:16,42,74,100,236.7271,300.29645,61,2.77197,4.61995,74,46.19946,23.09973,No,6.92992,32
773,2025-02-21,13:06:51,43,74,100,238.55571,303.31625,61,2.79984,4.6664,74,46.66404,23.33202,No,6.99961,32
774,2025-02-24,11:27:45,28,57,100,170.92569,196.62126,42,1.81497,3.02494,57,30.24943,15.12471,No,4.53741,30.9
775,2025-02-24,11:28:21,26,55,100,164.44331,186.98058,42,1.72597,2.87662,55,28.76624,14.38312,No,4.31494,31
776,2025-02-24,11:28:57,25,54,100,160.72777,181.50571,41,1.67544,2.7924,54,27.92396,13.96198,No,4.18859,31.1
777,2025-02-24,11:29:32,25,54,100,160.30092,180.87917,41,1.66965,2.78276,54,27.82756,13.91378,No,4.17413,31.1
778,2025-02-24,11:30:07,25,54,100,159.2429,179.32834,41,1.65534,2.7589,54,27.58897,13.79449,No,4.13835,31.2
779,2025-02-24,11:30:43,25,54,100,159.03285,179.02081,41,1.6525,2.75417,54,27.54166,13.77083,No,4.13125,31.2
780,2025-02-24,11:31:19,25,54,100,159.03285,179.02081,41,1.6525,2.75417,54,27.54166,13.77083,No,4.13125,31.3
781,2025-02-24,11:31:54,25,54,100,159.45346,179.63673,41,1.65819,2.76364,54,27.63642,13.81821,No,4.14546,31.3
782,2025-02-24,11:32:29,25,54,100,159.66454,179.946,41,1.66104,2.7684,54,27.684,13.842,No,4.1526,31.4
783,2025-02-24,11:33:05,25,54,100,160.08827,180.56723,41,1.66677,2.77796,54,27.77958,13.88979,No,4.16694,31.4
784,2025-02-24,11:33:40,25,54,100,159.87613,180.25615,41,1.6639,2.77317,54,27.73171,13.86586,No,4.15976,31.5
785,2025-02-24,11:34:15,25,54,100,160.51408,181.19202,41,1.67254,2.78757,54,27.87569,13.93785,No,4.18135,31.5
786,2025-02-24,11:34:51,26,55,100,161.80421,183.08798,40,1.69004,2.81674,55,28.16738,14.08369,No,4.22511,31.6
787,2025-02-24,11:35:27,26,55,100,162.89417,184.69334,40,1.70486,2.84144,55,28.41436,14.20718,No,4.26215,31.6
788,2025-02-24,11:36:02,26,55,100,162.67509,184.37041,40,1.70188,2.83647,55,28.36468,14.18234,No,4.2547,31.6
789,2025-02-24,11:36:37,26,55,100,162.89417,184.69334,40,1.70486,2.84144,55,28.41436,14.20718,No,4.26215,31.7
790,2025-02-24,11:37:12,26,55,100,163.55473,185.66783,40,1.71386,2.85643,55,28.56428,14.28214,No,4.28464,31.7
791,2025-02-24,11:37:49,26,55,100,164.89098,187.64275,40,1.73209,2.88681,55,28.86812,14.43406,No,4.33022,31.8
792,2025-02-24,11:38:24,27,56,100,166.24779,189.65295,40,1.75064,2.91774,56,29.17738,14.58869,No,4.37661,31.8
793,2025-02-24,11:38:59,27,56,100,167.164,191.0132,40,1.7632,2.93866,56,29.38665,14.69332,No,4.408,31.8
794,2025-02-24,11:39:34,27,56,100,169.26054,194.13417,39,1.79201,2.98668,56,29.8668,14.9334,No,4.48002,31.8
795,2025-02-24,11:40:10,26,56,100,165.34094,188.30885,39,1.73824,2.89706,56,28.97059,14.4853,No,4.34559,31.8
796,2025-02-24,11:40:45,27,57,100,169.97043,195.19359,39,1.80179,3.00298,57,30.02978,15.01489,No,4.50447,31.9
797,2025-02-24,11:41:21,27,57,100,169.73317,194.83936,39,1.79852,2.99753,57,29.97529,14.98764,No,4.49629,31.9
798,2025-02-24,11:41:56,28,57,100,173.11253,199.89867,39,1.84522,3.07536,57,30.75364,15.37682,No,4.61305,31.9
799,2025-02-24,11:42:32,28,57,100,171.40715,197.34175,39,1.82162,3.03603,57,30.36027,15.18013,No,4.55404,31.9
800,2025-02-24,11:43:07,28,58,100,173.60571,200.6395,39,1.85206,3.08676,58,30.86761,15.43381,No,4.63014,31.9
801,2025-02-24,11:43:42,28,58,100,173.85332,201.01169,39,1.85549,3.09249,58,30.92488,15.46244,No,4.63873,32
802,2025-02-24,11:44:18,28,58,100,173.60571,200.6395,38,1.85206,3.08676,58,30.86761,15.43381,No,4.63014,32
803,2025-02-24,11:44:53,28,58,100,175.10133,202.89005,38,1.87283,3.12139,58,31.21385,15.60693,No,4.68208,32
804,2025-02-24,11:45:29,29,58,100,176.8774,205.5701,39,1.89757,3.16262,58,31.62617,15.81308,No,4.74393,32.1
805,2025-02-24,11:46:04,29,58,100,177.39114,206.34685,40,1.90474,3.17457,58,31.74567,15.87284,No,4.76185,32.1
806,2025-02-24,11:46:39,29,58,100,177.39114,206.34685,43,1.90474,3.17457,58,31.74567,15.87284,No,4.76185,32.1
807,2025-02-24,11:47:15,29,58,100,176.8774,205.5701,45,1.89757,3.16262,58,31.62617,15.81308,No,4.74393,32.2
808,2025-02-24,11:47:51,29,58,100,177.64909,206.73711,47,1.90834,3.18057,58,31.80571,15.90285,No,4.77086,32.2
809,2025-02-24,11:48:26,29,58,100,177.13393,205.95786,48,1.90115,3.16858,58,31.68583,15.84291,No,4.75287,32.2
810,2025-02-24,11:49:01,29,58,100,177.39114,206.34685,50,1.90474,3.17457,58,31.74567,15.87284,No,4.76185,32.2
811,2025-02-24,11:49:36,29,58,100,177.64909,206.73711,51,1.90834,3.18057,58,31.80571,15.90285,No,4.77086,32.3
812,2025-02-24,11:50:12,29,59,100,177.90775,207.12859,52,1.91196,3.18659,59,31.86594,15.93297,No,4.77989,32.3
813,2025-02-24,11:50:48,29,59,100,178.94958,208.70723,53,1.92653,3.21088,59,32.10881,16.0544,No,4.81632,32.3
814,2025-02-24,11:51:23,29,59,100,178.94958,208.70723,54,1.92653,3.21088,59,32.10881,16.0544,No,4.81632,32.3
815,2025-02-24,11:51:58,29,59,100,178.16711,207.52135,55,1.91558,3.19264,59,31.92636,15.96318,No,4.78895,32.3
816,2025-02-24,11:52:34,29,59,100,179.21185,209.10507,55,1.9302,3.217,59,32.17001,16.085,No,4.8255,32.3
817,2025-02-24,11:53:09,29,59,100,179.4749,209.50423,56,1.93389,3.22314,59,32.23142,16.11571,No,4.83471,32.3
818,2025-02-24,11:53:44,29,59,100,178.94958,208.70723,56,1.92653,3.21088,59,32.10881,16.0544,No,4.81632,32.4
819,2025-02-24,11:54:20,29,59,100,180.00314,210.30643,56,1.94129,3.23548,59,32.35484,16.17742,No,4.85322,32.4
820,2025-02-24,11:54:56,30,59,100,181.33684,212.33487,56,1.96001,3.26669,59,32.6669,16.33345,No,4.90004,32.4
821,2025-02-24,11:55:31,30,60,100,182.14618,213.56801,57,1.9714,3.28566,60,32.85662,16.42831,No,4.92849,32.4
822,2025-02-24,11:56:06,30,59,100,181.60583,212.74455,57,1.9638,3.27299,59,32.72993,16.36497,No,4.90949,32.4
823,2025-02-24,11:56:41,30,60,100,182.68958,214.39687,57,1.97905,3.29841,60,32.98413,16.49207,No,4.94762,32.4
824,2025-02-24,11:57:18,30,60,100,183.23608,215.23123,57,1.98675,3.31125,60,33.1125,16.55625,No,4.96687,32.4
825,2025-02-24,11:57:53,30,60,100,183.78575,216.07115,58,1.9945,3.32417,60,33.24172,16.62086,No,4.98626,32.4
826,2025-02-24,11:58:28,30,60,100,184.6162,217.34157,58,2.00623,3.34372,60,33.43716,16.71858,No,5.01557,32.3
827,2025-02-24,11:59:04,31,60,100,185.45389,218.6248,58,2.01808,3.36346,60,33.63459,16.81729,No,5.04519,32.3
828,2025-02-24,11:59:39,31,61,100,186.29892,219.92105,58,2.03004,3.3834,61,33.83401,16.91701,No,5.0751,32.3
829,2025-02-24,12:00:14,31,61,100,186.29892,219.92105,58,2.03004,3.3834,61,33.83401,16.91701,No,5.0751,32.3
830,2025-02-24,12:00:50,31,61,100,187.1514,221.2305,58,2.04213,3.40355,61,34.03546,17.01773,No,5.10532,32.3
831,2025-02-24,12:01:25,31,61,100,187.1514,221.2305,58,2.04213,3.40355,61,34.03546,17.01773,No,5.10532,32.3
832,2025-02-24,12:02:01,31,61,100,187.43721,221.66994,58,2.04618,3.41031,61,34.10307,17.05153,No,5.11546,32.3
833,2025-02-24,12:02:36,31,61,100,188.58899,223.44279,58,2.06255,3.43758,61,34.37582,17.18791,No,5.15637,32.4
834,2025-02-24,12:03:11,32,61,100,189.46182,224.78845,58,2.07497,3.45828,61,34.58284,17.29142,No,5.18743,32.4
835,2025-02-24,12:03:47,32,62,100,190.04805,225.6933,58,2.08332,3.4722,62,34.72205,17.36102,No,5.20831,32.4
836,2025-02-24,12:04:23,32,62,100,190.93401,227.06238,58,2.09596,3.49327,62,34.93267,17.46634,No,5.2399,32.4
837,2025-02-24,12:04:58,32,62,100,190.93401,227.06238,58,2.09596,3.49327,62,34.93267,17.46634,No,5.2399,32.4
838,2025-02-24,12:05:33,32,62,100,192.42848,229.37611,58,2.11732,3.52886,62,35.28863,17.64432,No,5.29329,32.4
839,2025-02-24,12:06:08,32,62,100,192.42848,229.37611,59,2.11732,3.52886,62,35.28863,17.64432,No,5.29329,32.4
840,2025-02-24,12:06:43,32,62,100,193.03264,230.31299,59,2.12597,3.54328,62,35.43277,17.71638,No,5.31492,32.4
841,2025-02-24,12:07:20,33,63,100,194.86737,233.16356,59,2.15228,3.58713,63,35.87132,17.93566,No,5.3807,32.4
842,2025-02-24,12:07:55,33,63,100,194.55923,232.68425,59,2.14785,3.57976,63,35.79758,17.89879,No,5.36964,32.4
843,2025-02-24,12:08:30,33,63,100,195.4865,234.12732,59,2.16118,3.60196,63,36.01959,18.00979,No,5.40294,32.4
844,2025-02-24,12:09:05,33,63,100,195.4865,234.12732,59,2.16118,3.60196,63,36.01959,18.00979,No,5.40294,32.4
845,2025-02-24,12:09:40,33,63,100,195.79749,234.61176,58,2.16565,3.60941,63,36.09412,18.04706,No,5.41412,32.4
846,2025-02-24,12:10:17,33,63,100,196.10945,235.09795,58,2.17014,3.61689,63,36.16891,18.08446,No,5.42534,32.4
847,2025-02-24,12:10:52,33,63,100,196.73628,236.07555,58,2.17916,3.63193,63,36.31932,18.15966,No,5.4479,32.4
848,2025-02-24,12:11:27,33,63,100,196.73628,236.07555,59,2.17916,3.63193,63,36.31932,18.15966,No,5.4479,32.4
849,2025-02-24,12:12:02,33,63,100,197.68387,237.55519,59,2.19282,3.6547,63,36.54695,18.27348,No,5.48204,32.4
850,2025-02-24,12:12:38,33,64,100,198.00174,238.05202,58,2.1974,3.66234,64,36.62339,18.31169,No,5.49351,32.4
851,2025-02-24,12:13:13,34,64,100,198.96127,239.55316,58,2.21126,3.68543,64,36.85434,18.42717,No,5.52815,32.4
852,2025-02-24,12:13:49,34,64,100,199.92993,241.07083,58,2.22527,3.70878,64,37.08782,18.54391,No,5.56317,32.4
853,2025-02-24,12:14:24,34,64,100,200.58083,242.09187,58,2.23469,3.72449,64,37.2449,18.62245,No,5.58674,32.4
854,2025-02-24,12:15:00,34,64,100,199.92993,241.07083,58,2.22527,3.70878,64,37.08782,18.54391,No,5.56317,32.4
855,2025-02-24,12:15:35,34,64,100,201.23589,243.12048,58,2.24419,3.74031,64,37.40315,18.70157,No,5.61047,32.4
856,2025-02-24,12:16:10,34,64,100,201.23589,243.12048,58,2.24419,3.74031,64,37.40315,18.70157,No,5.61047,32.4
857,2025-02-24,12:16:46,35,65,100,202.89197,245.72534,58,2.26823,3.78039,65,37.8039,18.90195,No,5.67058,32.3
858,2025-02-24,12:17:22,34,65,100,202.22635,244.67761,59,2.25856,3.76427,65,37.64271,18.82136,No,5.64641,32.3
859,2025-02-24,12:17:57,35,65,100,203.8985,247.31165,59,2.28288,3.80479,65,38.04795,19.02397,No,5.70719,32.3
860,2025-02-24,12:18:32,35,65,100,203.8985,247.31165,59,2.28288,3.80479,65,38.04795,19.02397,No,5.70719,32.3
861,2025-02-24,12:19:07,35,65,100,205.25586,249.45462,59,2.30266,3.83776,65,38.37764,19.18882,No,5.75665,32.3
862,2025-02-24,12:19:42,35,65,100,203.22641,246.25217,59,2.2731,3.78849,65,37.88495,18.94247,No,5.68274,32.3
863,2025-02-24,12:20:19,35,65,100,205.59798,249.99539,59,2.30765,3.84608,65,38.46083,19.23042,No,5.76912,32.4
864,2025-02-24,12:20:54,35,66,100,206.28558,251.08313,59,2.31769,3.86282,66,38.62818,19.31409,No,5.79423,32.4
865,2025-02-24,12:21:29,35,66,100,205.94121,250.53822,59,2.31266,3.85443,66,38.54435,19.27217,No,5.78165,32.4
