Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
57.0,2025-02-14,17:12:46,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
57.0,2025-02-14,17:12:46,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
58.0,2025-02-14,17:12:48,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
58.0,2025-02-14,17:12:48,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
58.0,2025-02-14,17:12:48,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
59.0,2025-02-14,17:12:50,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
59.0,2025-02-14,17:12:50,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
59.0,2025-02-14,17:12:50,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
60.0,2025-02-14,17:12:53,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
60.0,2025-02-14,17:12:53,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
60.0,2025-02-14,17:12:53,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
61.0,2025-02-14,17:12:55,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
61.0,2025-02-14,17:12:55,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
61.0,2025-02-14,17:12:55,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
62.0,2025-02-14,17:12:57,31.1,61.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
62.0,2025-02-14,17:12:57,31.1,61.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
62.0,2025-02-14,17:12:57,31.1,61.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
63.0,2025-02-14,17:12:59,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
63.0,2025-02-14,17:12:59,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
63.0,2025-02-14,17:12:59,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
64.0,2025-02-14,17:13:01,31.0,61.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
64.0,2025-02-14,17:13:01,31.0,61.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
64.0,2025-02-14,17:13:01,31.0,61.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
65.0,2025-02-14,17:13:03,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
65.0,2025-02-14,17:13:03,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
65.0,2025-02-14,17:13:03,31.0,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
66.0,2025-02-14,17:13:05,31.0,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
66.0,2025-02-14,17:13:05,31.0,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
66.0,2025-02-14,17:13:05,31.0,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
67.0,2025-02-14,17:13:07,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
67.0,2025-02-14,17:13:07,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
67.0,2025-02-14,17:13:07,31.0,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
68.0,2025-02-14,17:13:10,31.1,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
68.0,2025-02-14,17:13:10,31.1,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
68.0,2025-02-14,17:13:10,31.1,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
69.0,2025-02-14,17:13:12,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
69.0,2025-02-14,17:13:12,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
69.0,2025-02-14,17:13:12,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
70.0,2025-02-14,17:13:14,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
70.0,2025-02-14,17:13:14,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
70.0,2025-02-14,17:13:14,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
71.0,2025-02-14,17:13:16,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
71.0,2025-02-14,17:13:16,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
71.0,2025-02-14,17:13:16,31.1,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
72.0,2025-02-14,17:13:18,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
72.0,2025-02-14,17:13:18,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
72.0,2025-02-14,17:13:18,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
73.0,2025-02-14,17:13:20,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
73.0,2025-02-14,17:13:20,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
73.0,2025-02-14,17:13:20,31.0,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
74.0,2025-02-14,17:13:22,31.0,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
74.0,2025-02-14,17:13:22,31.0,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
74.0,2025-02-14,17:13:22,31.0,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
75.0,2025-02-14,17:13:24,31.0,61.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
75.0,2025-02-14,17:13:24,31.0,61.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
75.0,2025-02-14,17:13:24,31.0,61.0,377.54,8.71,3.48,5.81,282.29,29.04,58.08,86.0,52.0,86.0,No
76.0,2025-02-14,17:13:26,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
76.0,2025-02-14,17:13:26,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
76.0,2025-02-14,17:13:26,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
77.0,2025-02-14,17:13:29,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
77.0,2025-02-14,17:13:29,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
77.0,2025-02-14,17:13:29,30.9,61.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
78.0,2025-02-14,17:13:31,30.9,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
78.0,2025-02-14,17:13:31,30.9,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
78.0,2025-02-14,17:13:31,30.9,61.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
79.0,2025-02-14,17:13:33,30.8,61.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
79.0,2025-02-14,17:13:33,30.8,61.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
79.0,2025-02-14,17:13:33,30.8,61.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
80.0,2025-02-14,17:13:35,30.8,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
80.0,2025-02-14,17:13:35,30.8,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
80.0,2025-02-14,17:13:35,30.8,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
81.0,2025-02-14,17:13:37,30.8,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
81.0,2025-02-14,17:13:37,30.8,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
81.0,2025-02-14,17:13:37,30.8,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
82.0,2025-02-14,17:13:39,30.8,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
82.0,2025-02-14,17:13:39,30.8,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
82.0,2025-02-14,17:13:39,30.8,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
83.0,2025-02-14,17:13:41,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
83.0,2025-02-14,17:13:41,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
83.0,2025-02-14,17:13:41,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
84.0,2025-02-14,17:13:43,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
84.0,2025-02-14,17:13:43,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
84.0,2025-02-14,17:13:43,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
85.0,2025-02-14,17:13:45,30.8,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
85.0,2025-02-14,17:13:45,30.8,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
85.0,2025-02-14,17:13:45,30.8,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
86.0,2025-02-14,17:13:48,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
86.0,2025-02-14,17:13:48,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
86.0,2025-02-14,17:13:48,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
87.0,2025-02-14,17:13:50,30.7,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
87.0,2025-02-14,17:13:50,30.7,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
87.0,2025-02-14,17:13:50,30.7,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
88.0,2025-02-14,17:13:52,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
88.0,2025-02-14,17:13:52,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
88.0,2025-02-14,17:13:52,30.7,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
89.0,2025-02-14,17:13:54,30.7,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
89.0,2025-02-14,17:13:54,30.7,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
89.0,2025-02-14,17:13:54,30.7,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
90.0,2025-02-14,17:13:56,30.8,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
90.0,2025-02-14,17:13:56,30.8,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
90.0,2025-02-14,17:13:56,30.8,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
91.0,2025-02-14,17:13:58,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
91.0,2025-02-14,17:13:58,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
91.0,2025-02-14,17:13:58,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
92.0,2025-02-14,17:14:00,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
92.0,2025-02-14,17:14:00,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
92.0,2025-02-14,17:14:00,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
93.0,2025-02-14,17:14:02,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
93.0,2025-02-14,17:14:02,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
93.0,2025-02-14,17:14:02,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
94.0,2025-02-14,17:14:04,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
94.0,2025-02-14,17:14:04,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
94.0,2025-02-14,17:14:04,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
95.0,2025-02-14,17:14:07,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
95.0,2025-02-14,17:14:07,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
95.0,2025-02-14,17:14:07,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
96.0,2025-02-14,17:14:09,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
96.0,2025-02-14,17:14:09,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
96.0,2025-02-14,17:14:09,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
97.0,2025-02-14,17:14:11,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
97.0,2025-02-14,17:14:11,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
97.0,2025-02-14,17:14:11,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
98.0,2025-02-14,17:14:13,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
98.0,2025-02-14,17:14:13,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
98.0,2025-02-14,17:14:13,30.8,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
99.0,2025-02-14,17:14:15,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
99.0,2025-02-14,17:14:15,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
99.0,2025-02-14,17:14:15,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
100.0,2025-02-14,17:14:17,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
100.0,2025-02-14,17:14:17,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
100.0,2025-02-14,17:14:17,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
101.0,2025-02-14,17:14:19,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
101.0,2025-02-14,17:14:19,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
101.0,2025-02-14,17:14:19,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
102.0,2025-02-14,17:14:21,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
102.0,2025-02-14,17:14:21,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
102.0,2025-02-14,17:14:21,30.8,62.0,367.61,8.48,3.39,5.66,276.57,28.28,56.56,85.0,51.0,85.0,No
103.0,2025-02-14,17:14:24,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
103.0,2025-02-14,17:14:24,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
103.0,2025-02-14,17:14:24,30.8,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
104.0,2025-02-14,17:14:26,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
104.0,2025-02-14,17:14:26,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
104.0,2025-02-14,17:14:26,30.8,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
105.0,2025-02-14,17:14:28,30.9,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
105.0,2025-02-14,17:14:28,30.9,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
105.0,2025-02-14,17:14:28,30.9,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
106.0,2025-02-14,17:14:30,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
106.0,2025-02-14,17:14:30,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
106.0,2025-02-14,17:14:30,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
107.0,2025-02-14,17:14:32,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
107.0,2025-02-14,17:14:32,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
107.0,2025-02-14,17:14:32,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
108.0,2025-02-14,17:14:34,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
108.0,2025-02-14,17:14:34,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
108.0,2025-02-14,17:14:34,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
109.0,2025-02-14,17:14:36,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
109.0,2025-02-14,17:14:36,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
109.0,2025-02-14,17:14:36,30.9,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
110.0,2025-02-14,17:14:38,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
110.0,2025-02-14,17:14:38,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
110.0,2025-02-14,17:14:38,30.9,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
111.0,2025-02-14,17:14:40,30.9,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
111.0,2025-02-14,17:14:40,30.9,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
111.0,2025-02-14,17:14:40,30.9,62.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
112.0,2025-02-14,17:14:43,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
112.0,2025-02-14,17:14:43,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
112.0,2025-02-14,17:14:43,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
113.0,2025-02-14,17:14:45,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
113.0,2025-02-14,17:14:45,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
113.0,2025-02-14,17:14:45,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
114.0,2025-02-14,17:14:47,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
114.0,2025-02-14,17:14:47,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
114.0,2025-02-14,17:14:47,31.0,62.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
115.0,2025-02-14,17:14:49,31.0,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
115.0,2025-02-14,17:14:49,31.0,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
115.0,2025-02-14,17:14:49,31.0,62.0,366.54,8.46,3.38,5.64,275.94,28.2,56.39,84.0,51.0,84.0,No
116.0,2025-02-14,17:14:51,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
116.0,2025-02-14,17:14:51,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
116.0,2025-02-14,17:14:51,31.0,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
117.0,2025-02-14,17:14:53,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
117.0,2025-02-14,17:14:53,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
117.0,2025-02-14,17:14:53,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
118.0,2025-02-14,17:14:55,31.1,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
118.0,2025-02-14,17:14:55,31.1,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
118.0,2025-02-14,17:14:55,31.1,62.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
119.0,2025-02-14,17:14:57,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
119.0,2025-02-14,17:14:57,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
119.0,2025-02-14,17:14:57,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
120.0,2025-02-14,17:15:00,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
120.0,2025-02-14,17:15:00,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
120.0,2025-02-14,17:15:00,31.1,62.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
121.0,2025-02-14,17:15:02,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
121.0,2025-02-14,17:15:02,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
121.0,2025-02-14,17:15:02,31.1,62.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
122.0,2025-02-14,17:15:04,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
122.0,2025-02-14,17:15:04,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
122.0,2025-02-14,17:15:04,31.1,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
123.0,2025-02-14,17:15:06,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
123.0,2025-02-14,17:15:06,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
123.0,2025-02-14,17:15:06,31.1,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
124.0,2025-02-14,17:15:08,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
124.0,2025-02-14,17:15:08,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
124.0,2025-02-14,17:15:08,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
125.0,2025-02-14,17:15:10,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
125.0,2025-02-14,17:15:10,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
125.0,2025-02-14,17:15:10,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
126.0,2025-02-14,17:15:12,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
